,GROUP,CATEGORY,BUDGET >5 MLN,BUDGET MLN,DATE START PLAN,DATE END PLAN,DURATION PLAN,DURATION >30,COMPLIANCE STRATEGY,AUTHORIZATION,FINISH FACT,REQUIREMENTS LAW,PM NAME,SPONSOR NAME,DAYS
243,РP,USUAL,0,4.05,2015-07-01,2016-07-19,12,0,0,1,0,0,Paige H.,Martin S.,384
244,РP,USUAL,0,1.1,2015-09-17,2015-12-02,2,0,0,1,0,0,Samuel.J.,Brad P.,76
245,UP,USUAL,0,1.15,2015-04-03,2017-07-15,27,0,1,1,1,0,Paige H.,Jerry H.,834
246,РP,USUAL,0,2.55,2015-08-30,2015-11-12,2,0,1,1,1,0,William T.,Martin S.,74
247,SР,STRAT,0,2.42,2021-01-04,2021-11-11,10,0,1,1,1,0,Heidi P.,Dave P.,311
248,OB,USUAL,0,1.01,2015-10-01,2016-07-12,9,0,1,1,1,0,Ethan K.,Chris K.,285
249,MM,USUAL,0,1.36,2015-06-08,2017-04-17,22,0,1,1,0,0,Phoebe F.,Martin S.,679
250,MM,USUAL,0,1.01,2015-10-01,2017-09-06,23,0,1,1,1,0,Heidi P.,Dave P.,706
251,UP,USUAL,0,1.01,2015-05-10,2016-08-03,14,0,1,1,1,0,Paige H.,Dave P.,451
252,MM,USUAL,0,1.29,2015-05-06,2017-03-11,22,0,1,1,1,0,Oscar E.,Jerry H.,675
253,SР,USUAL,0,1.13,2015-09-25,2016-08-17,10,0,0,1,1,0,William T.,Martin S.,327
254,UP,STRAT,1,8.11,2016-05-22,2017-06-14,12,0,1,1,1,0,William T.,Dave P.,388
255,UP,USUAL,0,1.32,2015-07-20,2016-08-09,12,0,0,1,1,0,Freya P.,Jerry H.,386
256,РP,USUAL,0,1.6,2015-11-20,2016-11-29,12,0,1,1,0,0,Oscar E.,Jerry H.,375
257,РP,USUAL,0,2.43,2014-11-29,2016-07-16,19,0,0,1,1,0,Jack V.,Dave P.,595
258,РP,STRAT,0,1.47,2015-11-09,2016-06-25,7,0,1,1,1,0,Jacob G.,Michael J.,229
259,MM,USUAL,0,1.01,2015-12-04,2018-09-27,33,1,0,1,1,0,Joshua I.,Jerry H.,1028
260,KR,USUAL,0,1.32,2015-08-04,2016-06-14,10,0,0,1,1,0,Bethany S.,Brad P.,315
261,KR,USUAL,0,2.97,2014-06-29,2016-08-23,25,0,1,1,1,0,Joseph N.,Jerry H.,786
262,KR,USUAL,0,1.01,2015-02-27,2017-01-23,22,0,1,1,1,0,Phoebe F.,Dave P.,696
263,MM,USUAL,0,1.33,2015-08-19,2016-10-08,13,0,1,1,1,0,Joseph N.,Dave P.,416
264,MM,USUAL,0,1.01,2015-06-24,2016-04-02,9,0,1,1,0,0,Noah O.,Martin S.,283
265,MM,USUAL,0,1.26,2015-03-07,2017-08-21,29,0,0,1,1,0,Thomas M.,Dave P.,898
266,MM,STRAT,0,2.0,2015-08-15,2015-10-25,2,0,1,1,1,0,Alice D.,Jerry H.,71
267,РP,STRAT,0,1.26,2015-08-12,2016-03-30,7,0,0,1,0,0,Freya P.,Jerry H.,231
268,UB,USUAL,0,1.06,2015-03-07,2021-05-15,74,1,1,1,1,0,Charlie S.,Dave P.,2261
269,MM,USUAL,0,1.05,2015-04-27,2016-09-05,16,0,1,1,1,0,Ethan K.,Martin S.,497
270,РP,USUAL,0,1.01,2018-12-08,2020-10-06,21,0,0,1,1,0,Joseph N.,Martin S.,668
271,РP,USUAL,0,1.63,2015-09-12,2018-05-11,31,1,1,1,1,0,William T.,Martin S.,972
272,SР,USUAL,0,1.29,2017-01-03,2018-07-03,17,0,0,1,1,0,Jacob G.,Jerry H.,546
273,MM,USUAL,0,1.01,2015-06-25,2017-01-14,18,0,1,1,1,0,George H.,Jerry H.,569
274,MM,USUAL,0,2.79,2015-12-19,2017-02-25,14,0,1,1,0,0,Samuel.J.,Chris K.,434
275,KR,USUAL,0,1.01,2014-05-03,2016-07-28,26,0,1,1,0,0,Thomas M.,Dave P.,817
276,KR,USUAL,0,1.01,2014-12-22,2016-02-07,13,0,1,1,1,0,Scarlett Y.,Chris K.,412
277,UB,USUAL,0,3.5,2014-11-12,2015-05-23,6,0,1,1,1,0,Harry D.,Dave P.,192
278,РP,USUAL,0,1.35,2016-01-20,2016-09-03,7,0,1,1,1,0,Joshua I.,Dave P.,227
279,OB,USUAL,0,1.63,2015-07-05,2016-02-29,7,0,1,1,0,0,Freya P.,Dave P.,239
280,UP,USUAL,1,10.89,2015-02-26,2015-06-20,3,0,1,1,1,0,William T.,Dave P.,114
281,MM,USUAL,0,2.08,2015-01-19,2016-02-13,12,0,1,1,1,0,Phoebe F.,Chris K.,390
282,MM,USUAL,0,1.66,2015-04-16,2019-12-09,55,1,1,1,1,0,Harry D.,Martin S.,1698
283,MM,STRAT,0,4.18,2015-11-09,2016-01-19,2,0,1,1,1,0,William T.,Jerry H.,71
284,РP,STRAT,0,1.01,2015-02-02,2015-12-10,10,0,1,1,1,0,Jacob G.,Chris K.,311
285,UP,USUAL,0,1.01,2016-05-21,2016-11-21,6,0,1,1,1,0,Jack V.,Michael J.,184
286,MM,USUAL,0,3.51,2016-09-07,2018-11-18,26,0,1,1,1,0,Charlie S.,Dave P.,802
287,UP,USUAL,0,2.22,2015-05-21,2015-07-31,2,0,1,1,1,0,William T.,Jerry H.,71
288,MM,USUAL,0,1.06,2015-08-23,2016-09-26,13,0,1,1,1,0,Bethany S.,Jerry H.,400
289,РP,USUAL,0,1.01,2016-01-25,2019-01-22,35,1,1,1,0,0,Joseph N.,Jerry H.,1093
290,РP,USUAL,0,1.01,2015-07-07,2016-09-07,14,0,1,0,1,0,Oscar E.,Chris K.,428
291,РP,STRAT,0,4.99,2015-02-06,2016-05-29,15,0,1,1,1,0,William T.,Chris K.,478
292,РP,USUAL,0,1.27,2017-11-18,2018-12-31,13,0,0,1,1,0,Jack V.,Dave P.,408
293,MM,USUAL,0,2.69,2015-01-30,2015-09-08,7,0,1,1,1,0,Harry D.,Jerry H.,221
294,KR,STRAT,0,1.18,2015-11-09,2016-08-09,9,0,1,1,1,0,Freya P.,Fred В.,274
295,UB,STRAT,0,1.01,2017-08-24,2019-02-06,17,0,1,1,1,0,William T.,Jerry H.,531
296,РP,USUAL,0,1.17,2015-07-17,2021-08-04,72,1,0,1,1,0,Bethany S.,Jerry H.,2210
297,SР,USUAL,0,1.08,2015-02-01,2017-04-19,26,0,1,1,1,0,William T.,Dave P.,808
298,РP,STRAT,0,1.38,2015-07-13,2016-06-28,11,0,1,0,1,0,James D.,Michael J.,351
299,РP,USUAL,0,1.01,2014-09-03,2015-02-06,5,0,1,1,1,0,Chloe L.,Dave P.,156
300,MM,STRAT,0,2.21,2015-09-13,2017-01-05,15,0,1,1,0,0,Maryam E.,Jerry H.,480
301,РP,STRAT,0,1.04,2016-01-10,2016-06-25,5,0,1,1,1,0,Freya P.,Fred В.,167
302,MM,STRAT,0,1.01,2015-02-18,2020-01-02,58,1,0,1,0,0,George H.,Dave P.,1779
303,UB,STRAT,0,1.54,2016-07-31,2018-01-12,17,0,1,1,1,0,William T.,Jerry H.,530
304,РP,USUAL,0,1.14,2015-01-06,2016-11-15,22,0,1,1,1,0,Maryam E.,Jerry H.,679
305,OB,USUAL,0,1.67,2014-11-14,2017-12-27,37,1,1,1,1,0,George H.,Martin S.,1139
306,MM,USUAL,0,1.43,2014-08-04,2015-05-08,9,0,1,0,0,0,George H.,Martin S.,277
307,РP,USUAL,0,2.8,2020-03-21,2025-10-25,67,1,1,1,1,0,Oscar E.,Dave P.,2044
308,FI,USUAL,0,2.69,2016-07-25,2017-07-27,12,0,1,1,1,0,William T.,Michael J.,367
309,MM,USUAL,0,1.03,2015-11-13,2018-02-11,26,0,1,1,1,0,Isabelle U.,Chris K.,821
310,MM,USUAL,0,1.39,2015-12-21,2016-08-04,7,0,1,1,1,0,Jack V.,Dave P.,227
311,MM,USUAL,0,1.07,2015-09-04,2016-02-09,5,0,1,1,1,0,James D.,Jerry H.,158
312,OB,USUAL,1,6.22,2015-10-21,2017-07-19,20,0,1,1,1,0,Alfie R.,Fred В.,637
313,SР,USUAL,0,1.01,2015-09-10,2016-10-30,13,0,0,1,0,0,Oscar E.,Martin S.,416
314,UP,USUAL,0,1.23,2015-09-23,2016-01-11,3,0,1,1,1,0,Chloe L.,Jerry H.,110
315,KR,USUAL,0,1.15,2015-04-02,2015-09-27,5,0,0,1,1,0,Charlie S.,Fred В.,178
316,MM,USUAL,0,2.44,2017-04-24,2018-10-13,17,0,1,1,0,0,Joshua I.,Dave P.,537
317,РP,USUAL,0,1.01,2014-09-25,2016-11-30,26,0,0,1,1,0,Oscar E.,Dave P.,797
318,РP,USUAL,0,1.01,2015-02-14,2015-11-28,9,0,1,1,1,0,Scarlett Y.,Fred В.,287
319,SР,STRAT,0,1.44,2015-05-07,2018-11-22,42,1,1,1,1,0,Heidi P.,Michael J.,1295
320,РP,USUAL,0,1.01,2016-06-05,2017-10-07,16,0,0,1,1,0,Bethany S.,Jerry H.,489
321,UB,USUAL,0,1.23,2014-11-24,2016-01-12,13,0,1,1,1,0,Charlie S.,Fred В.,414
322,SР,STRAT,0,1.13,2019-01-20,2021-11-26,34,1,1,1,1,0,William T.,Dave P.,1041
323,РP,USUAL,0,1.76,2016-03-08,2016-08-08,5,0,1,1,0,0,Jack V.,Jerry H.,153
324,OB,USUAL,0,1.14,2014-11-07,2016-07-31,20,0,1,1,1,0,Noah O.,Jerry H.,632
325,РP,USUAL,0,1.79,2015-08-26,2016-04-21,7,0,1,1,0,0,Alice D.,Dave P.,239
326,SР,USUAL,0,1.3,2015-02-25,2015-11-23,8,0,1,1,1,0,William T.,Jerry H.,271
327,OB,USUAL,0,1.23,2015-07-22,2017-07-15,23,0,1,1,1,0,Alfie R.,Martin S.,724
328,OB,STRAT,0,1.04,2016-10-17,2018-10-06,23,0,1,1,1,0,George H.,Jerry H.,719
329,MM,USUAL,0,2.16,2015-06-01,2016-07-02,13,0,1,1,0,0,Oscar E.,Jerry H.,397
330,MM,USUAL,0,1.62,2015-06-22,2016-02-16,7,0,0,1,1,0,Chloe L.,Dave P.,239
331,OB,USUAL,0,2.73,2015-11-03,2017-03-27,16,0,1,1,1,0,Jack V.,Jerry H.,510
332,OB,USUAL,0,1.89,2018-04-12,2019-01-02,8,0,1,1,0,0,Joshua I.,Dave P.,265
333,РP,USUAL,0,1.01,2015-03-31,2015-06-10,2,0,0,1,1,0,Harry D.,Michael J.,71
334,OB,USUAL,0,1.23,2015-07-08,2016-10-31,15,0,1,1,1,0,Oscar E.,Jerry H.,481
335,FI,USUAL,0,1.41,2014-11-07,2015-06-23,7,0,1,1,0,0,William T.,Michael J.,228
336,OB,USUAL,0,1.01,2019-11-22,2020-08-19,8,0,1,1,1,0,Paige H.,Dave P.,271
337,FI,USUAL,0,1.54,2018-06-13,2019-12-27,18,0,1,1,1,0,William T.,Jerry H.,562
338,MM,STRAT,0,2.43,2015-01-30,2017-04-07,26,0,0,0,0,0,Scarlett Y.,Martin S.,798
339,SР,USUAL,0,1.01,2016-03-16,2017-01-07,9,0,1,1,1,0,Ethan K.,Fred В.,297
340,OB,STRAT,0,2.22,2015-02-08,2016-05-23,15,0,1,1,1,0,Alfie R.,Dave P.,470
341,SР,USUAL,0,1.16,2015-08-14,2016-12-09,15,0,1,1,1,0,Chloe L.,Chris K.,483
342,UB,USUAL,0,1.11,2014-06-24,2014-10-21,3,0,1,1,1,0,William T.,Chris K.,119
343,РP,STRAT,0,2.04,2016-04-10,2017-10-31,18,0,0,1,1,0,Ellie E.,Jerry H.,569
344,РP,USUAL,0,1.52,2014-04-25,2017-06-11,37,1,0,1,1,0,Samuel.J.,Fred В.,1143
345,UP,USUAL,1,10.89,2014-09-01,2016-03-10,18,0,1,1,0,0,William T.,Dave P.,556
346,OB,USUAL,0,2.0,2015-04-17,2016-03-16,10,0,1,1,1,0,William T.,Michael J.,334
347,OB,USUAL,0,1.29,2015-02-20,2016-11-08,20,0,1,1,0,0,William T.,Fred В.,627
348,MM,STRAT,0,2.41,2017-08-26,2017-11-27,3,0,1,1,1,0,Heidi P.,Dave P.,93
349,РP,USUAL,0,1.02,2014-05-20,2015-08-28,15,0,1,1,1,0,Alice D.,Kevin М.,465
350,РP,STRAT,0,1.19,2015-03-18,2016-05-23,14,0,1,1,1,0,Chloe L.,Martin S.,432
351,РP,STRAT,0,1.01,2015-05-05,2017-02-26,21,0,0,1,0,0,Jack V.,Jerry H.,663
352,MM,USUAL,0,2.62,2015-04-04,2015-06-14,2,0,1,1,1,0,Alfie R.,Fred В.,71
353,РP,USUAL,0,1.16,2014-07-09,2017-05-15,34,1,1,1,1,0,Samuel.J.,Fred В.,1041
354,UP,USUAL,0,3.02,2014-08-31,2016-02-11,17,0,1,1,1,0,William T.,Michael J.,529
355,MM,USUAL,0,1.01,2015-09-17,2017-01-11,15,0,0,1,1,0,Joseph N.,Jerry H.,482
356,OB,USUAL,0,1.14,2013-11-27,2015-02-05,14,0,1,1,1,0,Heidi P.,Dave P.,435
357,MM,USUAL,0,1.01,2015-08-27,2018-03-08,30,1,1,1,1,0,Phoebe F.,Jerry H.,924
358,MM,STRAT,0,1.02,2014-10-12,2016-01-13,15,0,0,1,1,0,William T.,Michael J.,458
359,MM,USUAL,0,1.01,2017-02-14,2018-04-18,14,0,1,1,1,0,Jacob G.,Martin S.,428
360,РP,USUAL,0,2.8,2015-07-08,2015-10-13,3,0,1,1,1,0,Charlie S.,Michael J.,97
361,РP,STRAT,0,3.47,2015-12-13,2017-02-08,13,0,1,0,1,0,Ellie E.,Jerry H.,423
362,РP,USUAL,0,1.01,2016-05-13,2018-06-29,25,0,1,1,1,0,Ellie E.,Dave P.,777
363,OB,STRAT,0,1.38,2017-07-12,2020-07-09,35,1,1,1,1,0,Jacob G.,Jerry H.,1093
364,KR,USUAL,0,2.38,2014-10-23,2015-12-07,13,0,0,1,0,0,Jacob G.,Jerry H.,410
365,РP,USUAL,0,3.52,2015-04-13,2015-08-27,4,0,1,1,1,0,Freya P.,Jerry H.,136
366,РP,STRAT,0,1.01,2015-10-04,2016-12-22,14,0,1,1,1,0,Oscar E.,Fred В.,445
367,KR,USUAL,0,1.2,2014-12-24,2017-12-29,36,1,1,0,0,0,Alice D.,Jerry H.,1101
368,MM,USUAL,0,3.35,2014-08-23,2015-10-07,13,0,1,1,1,0,Alice D.,Chris K.,410
369,OB,USUAL,0,2.12,2015-01-20,2018-07-19,41,1,0,1,1,0,William T.,Dave P.,1276
370,РP,STRAT,0,1.01,2017-11-30,2018-09-09,9,0,1,1,1,0,William T.,Dave P.,283
371,РP,USUAL,0,1.13,2015-05-27,2017-01-07,19,0,1,1,1,0,William T.,Dave P.,591
372,KR,USUAL,0,1.88,2015-10-19,2016-07-29,9,0,0,1,1,0,Jack V.,Martin S.,284
373,MM,USUAL,0,1.01,2014-04-15,2015-07-22,15,0,0,1,1,0,Phoebe F.,Dave P.,463
374,MM,STRAT,0,1.01,2015-08-12,2018-03-20,31,1,1,1,0,0,Isabelle U.,Fred В.,951
375,OB,USUAL,1,6.73,2017-01-25,2018-03-19,13,0,1,1,1,0,Joshua I.,Martin S.,418
376,OB,USUAL,0,1.41,2015-01-24,2015-05-07,3,0,1,1,1,0,Alfie R.,Michael J.,103
377,FI,STRAT,0,1.66,2016-04-17,2016-09-12,4,0,0,1,0,0,Isabelle U.,Martin S.,148
378,KR,STRAT,0,2.14,2017-11-30,2019-05-22,17,0,1,1,1,0,William T.,Martin S.,538
379,РP,STRAT,0,1.35,2015-08-18,2019-02-19,42,1,1,1,1,0,Jack V.,Chris K.,1281
380,РP,USUAL,0,1.2,2015-04-14,2016-09-07,16,0,1,1,1,0,Joseph N.,Dave P.,512
381,UP,STRAT,0,1.01,2015-04-24,2017-01-19,20,0,1,1,1,0,James D.,Dave P.,636
382,UP,USUAL,0,1.02,2015-10-17,2020-01-28,51,1,1,1,1,0,Joseph N.,Chris K.,1564
383,РP,USUAL,0,1.68,2014-05-14,2016-01-02,19,0,1,1,1,0,William T.,Bill E.,598
384,UP,USUAL,0,1.01,2015-11-29,2016-11-20,11,0,1,1,1,0,Samuel.J.,Dave P.,357
385,OB,USUAL,0,1.14,2015-02-01,2016-09-24,19,0,0,0,0,0,Samuel.J.,Jerry H.,601
386,РP,USUAL,0,1.01,2016-03-29,2017-07-03,15,0,1,1,1,0,Harry D.,Jerry H.,461
387,UB,USUAL,0,1.01,2014-12-16,2015-10-06,9,0,0,1,0,0,Heidi P.,Fred В.,294
388,РP,USUAL,0,1.01,2014-06-07,2016-05-21,23,0,1,1,1,0,William T.,Jerry H.,714
389,SР,USUAL,0,1.42,2015-09-23,2016-06-16,8,0,1,1,0,0,Joseph N.,Michael J.,267
390,РP,STRAT,0,2.22,2015-08-08,2015-10-22,2,0,0,1,1,0,George H.,Dave P.,75
391,SР,USUAL,0,1.14,2015-02-24,2016-11-03,20,0,1,1,1,0,William T.,Bill E.,618
392,MM,USUAL,0,1.15,2015-04-13,2017-11-15,31,1,1,1,1,0,William T.,Chris K.,947
393,UP,STRAT,0,1.96,2015-08-21,2015-11-21,3,0,1,1,1,0,Harry D.,Dave P.,92
394,MM,USUAL,0,1.56,2015-11-15,2016-12-18,13,0,1,1,0,0,Noah O.,Jerry H.,399
395,UP,USUAL,0,1.25,2015-10-13,2018-01-29,27,0,1,1,1,0,William T.,Chris K.,839
396,MM,USUAL,0,1.05,2017-08-09,2018-08-19,12,0,1,1,1,0,William T.,Dave P.,375
397,MM,STRAT,0,1.01,2016-07-18,2022-12-18,77,1,1,1,1,0,Harry D.,Jerry H.,2344
398,РP,USUAL,0,1.01,2015-02-18,2018-03-06,36,1,1,1,0,0,George H.,Dave P.,1112
399,РP,USUAL,0,1.01,2015-02-12,2017-10-19,32,1,1,1,1,0,William T.,Dave P.,980
400,UP,USUAL,0,1.1,2015-08-27,2016-08-14,11,0,1,1,1,0,Scarlett Y.,Dave P.,353
401,РP,STRAT,0,1.06,2015-08-09,2016-11-04,14,0,1,1,0,0,Paige H.,Dave P.,453
402,OB,USUAL,0,1.33,2015-12-24,2017-06-20,17,0,1,1,1,0,Ethan K.,Dave P.,544
403,РP,STRAT,1,5.09,2015-03-29,2015-06-08,2,0,1,1,1,0,Heidi P.,Dave P.,71
404,MM,USUAL,0,1.01,2019-10-06,2020-09-03,10,0,1,1,1,0,Jacob G.,Dave P.,333
405,РP,USUAL,0,3.62,2015-09-24,2016-01-30,4,0,1,1,1,0,William T.,Martin S.,128
406,РP,USUAL,0,2.1,2015-05-02,2015-07-12,2,0,1,1,1,0,Paige H.,Brad P.,71
407,KR,STRAT,0,1.44,2015-03-09,2017-05-04,25,0,0,1,1,0,Jacob G.,Jerry H.,787
408,РP,USUAL,0,2.7,2015-02-12,2016-06-07,15,0,0,1,1,0,William T.,Michael J.,481
409,FI,USUAL,0,1.01,2017-02-24,2023-07-27,77,1,1,1,1,0,Isabelle U.,Dave P.,2344
410,MM,USUAL,0,1.31,2017-10-24,2018-10-05,11,0,0,1,1,0,William T.,Jerry H.,346
411,FI,STRAT,0,1.01,2021-10-12,2022-05-25,7,0,1,1,1,0,George H.,Dave P.,225
412,РP,STRAT,1,10.89,2014-07-25,2014-10-16,2,0,1,1,1,0,Charlie S.,Dave P.,83
413,РP,USUAL,0,1.35,2015-02-23,2016-06-17,15,0,1,1,0,0,Paige H.,Brad P.,480
414,РP,USUAL,0,1.87,2016-02-03,2016-11-15,9,0,0,1,1,0,Noah O.,Dave P.,286
415,UP,USUAL,0,1.59,2015-01-06,2015-11-26,10,0,1,1,1,0,William T.,Jerry H.,324
416,РP,USUAL,0,2.18,2016-05-28,2016-09-11,3,0,0,1,1,0,William T.,Michael J.,106
417,OB,USUAL,0,1.15,2015-06-22,2016-07-23,13,0,0,1,1,0,James D.,Michael J.,397
418,FI,USUAL,0,1.1,2015-06-27,2016-01-10,6,0,1,1,1,0,Paige H.,Dave P.,197
419,РP,USUAL,0,1.08,2017-10-05,2018-12-20,14,0,1,1,1,0,Isabelle U.,Jerry H.,441
420,OB,USUAL,0,3.19,2016-02-24,2017-05-31,15,0,1,1,1,0,Alfie R.,Dave P.,462
421,OB,STRAT,0,1.07,2017-05-27,2018-01-05,7,0,1,1,1,0,Alfie R.,Jerry H.,223
422,FI,USUAL,0,1.01,2016-04-22,2017-03-07,10,0,1,1,1,0,Scarlett Y.,Jerry H.,319
423,РP,USUAL,0,2.88,2015-01-26,2018-01-19,35,1,1,1,1,0,Jacob G.,Michael J.,1089
424,KR,STRAT,0,1.36,2015-09-01,2016-07-21,10,0,1,1,1,0,James D.,Chris K.,324
425,MM,USUAL,0,1.07,2015-04-05,2016-01-10,9,0,1,1,1,0,William T.,Jerry H.,280
426,РP,USUAL,0,1.24,2014-04-22,2015-12-26,20,0,0,1,1,0,Oscar E.,Martin S.,613
427,KR,STRAT,0,2.67,2015-04-27,2017-01-07,20,0,1,1,1,0,Alfie R.,Dave P.,621
428,РP,USUAL,0,1.66,2014-01-17,2015-04-25,15,0,0,1,1,0,Ellie E.,Jerry H.,463
429,MM,STRAT,1,8.12,2015-05-11,2015-11-19,6,0,1,1,1,0,Heidi P.,Chris K.,192
430,OB,USUAL,0,3.09,2015-03-06,2016-05-22,14,0,0,0,1,0,William T.,Jerry H.,443
431,РP,USUAL,0,1.01,2015-06-12,2015-10-05,3,0,0,1,0,0,Alice D.,Martin S.,115
432,РP,USUAL,0,1.01,2015-02-11,2016-09-30,19,0,0,1,0,0,Oscar E.,Dave P.,597
433,MM,USUAL,0,1.02,2015-02-17,2017-10-01,31,1,1,1,1,0,Harry D.,Dave P.,957
434,РP,USUAL,0,1.01,2016-02-10,2016-12-03,9,0,1,1,0,0,William T.,Martin S.,297
435,OB,USUAL,0,1.3,2020-01-05,2020-06-17,5,0,1,1,1,0,Ellie E.,Jerry H.,164
436,РP,USUAL,0,1.04,2015-05-30,2019-01-20,43,1,1,1,1,0,William T.,Chris K.,1331
437,РP,USUAL,0,1.01,2017-04-16,2018-06-07,13,0,1,1,1,0,Joshua I.,Martin S.,417
438,FI,USUAL,0,1.79,2016-08-26,2017-05-06,8,0,1,1,1,0,George H.,Brad P.,253
439,SР,STRAT,0,1.5,2015-06-25,2016-11-03,16,0,0,1,0,0,Scarlett Y.,Martin S.,497
440,UB,STRAT,0,1.01,2015-10-07,2017-06-06,19,0,1,1,1,0,Ethan K.,Martin S.,608
441,KR,USUAL,0,1.17,2014-06-11,2015-10-02,15,0,1,1,1,0,William T.,Jerry H.,478
442,MM,USUAL,0,3.21,2018-02-17,2018-07-09,4,0,1,1,1,0,Samuel.J.,Fred В.,142
443,РP,STRAT,0,1.06,2015-05-08,2016-07-22,14,0,0,0,1,0,Joshua I.,Dave P.,441
444,MM,USUAL,0,1.14,2015-09-14,2016-07-06,9,0,1,1,0,0,William T.,Jerry H.,296
445,UP,USUAL,0,4.23,2014-09-12,2015-01-17,4,0,1,1,1,0,Alice D.,Jerry H.,127
446,KR,USUAL,0,1.84,2014-10-28,2015-03-17,4,0,1,1,1,0,Jack V.,Dave P.,140
447,OB,STRAT,0,2.68,2014-03-04,2016-03-01,23,0,1,1,0,0,William T.,Martin S.,728
448,РP,USUAL,0,1.92,2015-09-21,2016-02-08,4,0,1,1,1,0,Maryam E.,Michael J.,140
449,FI,USUAL,0,1.28,2014-12-07,2015-06-11,6,0,1,0,0,0,Jacob G.,Dave P.,186
450,MM,USUAL,0,2.05,2015-04-16,2015-06-29,2,0,1,1,1,0,William T.,Chris K.,74
451,РP,USUAL,0,1.01,2024-02-10,2028-09-01,54,1,0,1,1,0,George H.,Chris K.,1665
452,РP,USUAL,0,4.06,2014-08-10,2015-06-17,10,0,1,1,1,0,Joshua I.,Dave P.,311
453,MM,USUAL,0,1.01,2014-09-21,2015-07-14,9,0,0,1,0,0,William T.,Michael J.,296
454,OB,USUAL,0,1.01,2015-08-27,2016-01-26,4,0,1,1,1,0,Thomas M.,Jerry H.,152
455,MM,USUAL,0,4.75,2016-09-13,2016-11-23,2,0,1,1,0,0,Joshua I.,Dave P.,71
456,UB,USUAL,0,3.02,2015-07-09,2015-11-19,4,0,1,1,1,0,Oscar E.,Jerry H.,133
457,UB,USUAL,0,1.35,2015-01-19,2016-08-01,18,0,1,1,1,0,Freya P.,Jerry H.,560
458,РP,STRAT,0,2.81,2014-08-15,2015-04-03,7,0,0,1,1,0,Jacob G.,Dave P.,231
459,РP,STRAT,0,1.01,2015-11-20,2017-06-29,19,0,1,1,1,0,Paige H.,Jerry H.,587
460,РP,STRAT,0,3.21,2017-03-16,2018-06-06,14,0,1,1,1,0,George H.,Jerry H.,447
461,MM,STRAT,0,1.82,2015-03-14,2016-05-21,14,0,1,1,1,0,William T.,Jerry H.,434
462,MM,USUAL,0,1.2,2015-12-12,2016-12-10,11,0,1,1,1,0,Freya P.,Dave P.,364
463,KR,USUAL,0,1.01,2017-12-12,2023-01-31,61,1,1,1,1,0,Chloe L.,Martin S.,1876
464,OB,USUAL,0,1.61,2014-04-16,2015-11-12,18,0,1,1,1,0,Charlie S.,Jerry H.,575
465,OB,USUAL,0,1.16,2015-05-30,2015-12-17,6,0,1,1,0,0,William T.,Chris K.,201
466,MM,USUAL,0,1.23,2015-03-24,2020-03-09,59,1,0,1,1,0,Isabelle U.,Dave P.,1812
467,РP,USUAL,0,1.55,2014-04-24,2015-11-03,18,0,1,1,1,0,Chloe L.,Jerry H.,558
468,UB,STRAT,0,1.14,2014-06-09,2014-12-24,6,0,1,1,1,0,Ellie E.,Brad P.,198
469,РP,USUAL,0,1.01,2015-11-24,2016-02-12,2,0,1,1,1,0,James D.,Dave P.,80
470,UP,USUAL,0,1.4,2021-10-21,2024-06-04,31,1,1,1,1,0,William T.,Martin S.,957
471,РP,USUAL,0,2.14,2014-09-25,2015-10-27,13,0,1,1,1,0,Jack V.,Dave P.,397
472,UP,USUAL,0,4.28,2015-01-18,2016-07-18,17,0,0,1,1,0,Jack V.,Chris K.,547
473,MM,USUAL,0,1.37,2016-09-05,2018-05-03,19,0,0,1,1,0,William T.,Dave P.,605
474,РP,USUAL,0,2.35,2014-10-28,2015-11-05,12,0,1,1,0,0,Jacob G.,Jerry H.,373
475,UB,STRAT,0,4.07,2016-04-18,2017-11-06,18,0,1,1,1,0,Freya P.,Chris K.,567
476,РP,USUAL,0,3.11,2015-06-17,2016-06-20,12,0,1,1,1,0,Ethan K.,Michael J.,369
477,РP,STRAT,0,1.53,2017-12-19,2018-09-19,9,0,1,0,1,0,Maryam E.,Dave P.,274
478,OB,STRAT,0,1.2,2017-11-25,2019-02-16,14,0,1,1,0,0,William T.,Jerry H.,448
479,FI,STRAT,0,1.34,2017-05-05,2017-08-30,3,0,1,0,1,0,William T.,Fred В.,117
480,РP,USUAL,1,10.89,2015-07-20,2015-12-09,4,0,1,1,1,0,William T.,Dave P.,142
481,OB,USUAL,0,3.28,2021-02-05,2022-06-01,15,0,0,1,0,0,Paige H.,Jerry H.,481
482,UP,STRAT,0,1.84,2014-08-22,2016-03-29,19,0,1,1,1,0,Ethan K.,Michael J.,585
483,РP,STRAT,0,1.67,2015-03-10,2015-11-15,8,0,1,1,1,0,Oscar E.,Fred В.,250
484,UP,STRAT,0,2.24,2016-03-31,2016-08-06,4,0,1,1,0,0,William T.,Chris K.,128
485,РP,USUAL,1,9.47,2015-08-10,2016-06-23,10,0,1,1,0,0,Joshua I.,Jerry H.,318
486,РP,USUAL,0,1.01,2014-12-24,2016-11-19,22,0,1,1,1,0,Oscar E.,Jerry H.,696
487,MM,USUAL,0,1.01,2016-09-21,2017-07-21,9,0,1,1,1,0,Freya P.,Dave P.,303
